timestamp,scenario,model_label,temperature,prompt_id,repeat,expected,output_first_token,output_preview,accuracy,wall_time_ms,deadline_main_ms,deadline_secondary_ms,deadline_miss_20s,deadline_miss_30s,tgs_tok_s,return_code,raw_log_file
2025-09-24T12:38:35.275147,realtime_stress_cpu_matrix_process_isolation,qwen15,0.7,class_001,1,urgent,urgent,urgent,1,33540.085,20000.0,30000.0,1,1,1.46,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen15_realtime_realtime_stress_cpu_matrix_process_isolation_run_001_1758710281.log
2025-09-24T12:39:08.913982,realtime_stress_cpu_matrix_process_isolation,qwen15,0.7,class_001,2,urgent,urgent,urgent,1,33637.173,20000.0,30000.0,1,1,1.46,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen15_realtime_realtime_stress_cpu_matrix_process_isolation_run_002_1758710315.log
2025-09-24T12:39:42.569269,realtime_stress_cpu_matrix_process_isolation,qwen15,0.7,class_001,3,urgent,urgent,urgent,1,33653.683,20000.0,30000.0,1,1,1.45,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen15_realtime_realtime_stress_cpu_matrix_process_isolation_run_003_1758710348.log
2025-09-24T12:40:16.154731,realtime_stress_cpu_matrix_process_isolation,qwen15,0.7,class_001,4,urgent,urgent,urgent,1,33583.797,20000.0,30000.0,1,1,1.46,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen15_realtime_realtime_stress_cpu_matrix_process_isolation_run_004_1758710382.log
2025-09-24T12:40:49.878559,realtime_stress_cpu_matrix_process_isolation,qwen15,0.7,class_001,5,urgent,urgent,urgent,1,33722.185,20000.0,30000.0,1,1,1.45,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen15_realtime_realtime_stress_cpu_matrix_process_isolation_run_005_1758710416.log
2025-09-24T12:41:23.422870,realtime_stress_cpu_matrix_process_isolation,qwen15,0.7,class_001,6,urgent,urgent,urgent,1,33542.646,20000.0,30000.0,1,1,1.45,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen15_realtime_realtime_stress_cpu_matrix_process_isolation_run_006_1758710449.log
2025-09-24T12:41:57.070657,realtime_stress_cpu_matrix_process_isolation,qwen15,0.7,class_001,7,urgent,urgent,urgent,1,33646.144,20000.0,30000.0,1,1,1.46,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen15_realtime_realtime_stress_cpu_matrix_process_isolation_run_007_1758710483.log
2025-09-24T12:42:30.650272,realtime_stress_cpu_matrix_process_isolation,qwen15,0.7,class_001,8,urgent,urgent,urgent,1,33577.903,20000.0,30000.0,1,1,1.46,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen15_realtime_realtime_stress_cpu_matrix_process_isolation_run_008_1758710517.log
2025-09-24T12:43:04.200346,realtime_stress_cpu_matrix_process_isolation,qwen15,0.7,class_001,9,urgent,urgent,urgent,1,33548.41,20000.0,30000.0,1,1,1.44,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen15_realtime_realtime_stress_cpu_matrix_process_isolation_run_009_1758710550.log
2025-09-24T12:43:37.844433,realtime_stress_cpu_matrix_process_isolation,qwen15,0.7,class_001,10,urgent,urgent,urgent,1,33642.444,20000.0,30000.0,1,1,1.46,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen15_realtime_realtime_stress_cpu_matrix_process_isolation_run_010_1758710584.log
2025-09-24T12:44:11.462714,realtime_stress_cpu_matrix_process_isolation,qwen15,0.7,class_001,11,urgent,urgent,urgent,1,33616.579,20000.0,30000.0,1,1,1.46,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen15_realtime_realtime_stress_cpu_matrix_process_isolation_run_011_1758710617.log
2025-09-24T12:44:45.109140,realtime_stress_cpu_matrix_process_isolation,qwen15,0.7,class_001,12,urgent,urgent,urgent,1,33644.76,20000.0,30000.0,1,1,1.47,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen15_realtime_realtime_stress_cpu_matrix_process_isolation_run_012_1758710651.log
2025-09-24T12:45:18.694838,realtime_stress_cpu_matrix_process_isolation,qwen15,0.7,class_001,13,urgent,urgent,urgent,1,33583.983,20000.0,30000.0,1,1,1.45,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen15_realtime_realtime_stress_cpu_matrix_process_isolation_run_013_1758710685.log
2025-09-24T12:45:52.286872,realtime_stress_cpu_matrix_process_isolation,qwen15,0.7,class_001,14,urgent,urgent,urgent,1,33590.304,20000.0,30000.0,1,1,1.45,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen15_realtime_realtime_stress_cpu_matrix_process_isolation_run_014_1758710718.log
2025-09-24T12:46:25.902676,realtime_stress_cpu_matrix_process_isolation,qwen15,0.7,class_001,15,urgent,urgent,urgent,1,33614.091,20000.0,30000.0,1,1,1.46,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen15_realtime_realtime_stress_cpu_matrix_process_isolation_run_015_1758710752.log
2025-09-24T12:46:59.468856,realtime_stress_cpu_matrix_process_isolation,qwen15,0.7,class_001,16,urgent,urgent,urgent,1,33564.516,20000.0,30000.0,1,1,1.45,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen15_realtime_realtime_stress_cpu_matrix_process_isolation_run_016_1758710785.log
2025-09-24T12:47:33.166675,realtime_stress_cpu_matrix_process_isolation,qwen15,0.7,class_001,17,urgent,urgent,urgent,1,33696.101,20000.0,30000.0,1,1,1.46,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen15_realtime_realtime_stress_cpu_matrix_process_isolation_run_017_1758710819.log
2025-09-24T12:48:06.692466,realtime_stress_cpu_matrix_process_isolation,qwen15,0.7,class_001,18,urgent,urgent,urgent,1,33524.024,20000.0,30000.0,1,1,1.44,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen15_realtime_realtime_stress_cpu_matrix_process_isolation_run_018_1758710853.log
2025-09-24T12:48:40.359443,realtime_stress_cpu_matrix_process_isolation,qwen15,0.7,class_001,19,urgent,urgent,urgent,1,33665.312,20000.0,30000.0,1,1,1.46,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen15_realtime_realtime_stress_cpu_matrix_process_isolation_run_019_1758710886.log
2025-09-24T12:49:13.894952,realtime_stress_cpu_matrix_process_isolation,qwen15,0.7,class_001,20,urgent,urgent,urgent,1,33533.776,20000.0,30000.0,1,1,1.45,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen15_realtime_realtime_stress_cpu_matrix_process_isolation_run_020_1758710920.log
2025-09-24T12:49:47.490055,realtime_stress_cpu_matrix_process_isolation,qwen15,0.7,class_001,21,urgent,urgent,urgent,1,33593.363,20000.0,30000.0,1,1,1.46,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen15_realtime_realtime_stress_cpu_matrix_process_isolation_run_021_1758710953.log
2025-09-24T12:50:21.144880,realtime_stress_cpu_matrix_process_isolation,qwen15,0.7,class_001,22,urgent,urgent,urgent,1,33653.15,20000.0,30000.0,1,1,1.45,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen15_realtime_realtime_stress_cpu_matrix_process_isolation_run_022_1758710987.log
2025-09-24T12:50:54.814086,realtime_stress_cpu_matrix_process_isolation,qwen15,0.7,class_001,23,urgent,urgent,urgent,1,33667.472,20000.0,30000.0,1,1,1.44,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen15_realtime_realtime_stress_cpu_matrix_process_isolation_run_023_1758711021.log
2025-09-24T12:51:28.557248,realtime_stress_cpu_matrix_process_isolation,qwen15,0.7,class_001,24,urgent,urgent,urgent,1,33741.465,20000.0,30000.0,1,1,1.45,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen15_realtime_realtime_stress_cpu_matrix_process_isolation_run_024_1758711054.log
2025-09-24T12:52:02.267694,realtime_stress_cpu_matrix_process_isolation,qwen15,0.7,class_001,25,urgent,urgent,urgent,1,33708.747,20000.0,30000.0,1,1,1.46,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen15_realtime_realtime_stress_cpu_matrix_process_isolation_run_025_1758711088.log
2025-09-24T12:52:35.913792,realtime_stress_cpu_matrix_process_isolation,qwen15,0.7,class_001,26,urgent,urgent,urgent,1,33644.407,20000.0,30000.0,1,1,1.45,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen15_realtime_realtime_stress_cpu_matrix_process_isolation_run_026_1758711122.log
2025-09-24T12:53:09.545200,realtime_stress_cpu_matrix_process_isolation,qwen15,0.7,class_001,27,urgent,urgent,urgent,1,33629.686,20000.0,30000.0,1,1,1.46,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen15_realtime_realtime_stress_cpu_matrix_process_isolation_run_027_1758711155.log
2025-09-24T12:53:43.256888,realtime_stress_cpu_matrix_process_isolation,qwen15,0.7,class_001,28,urgent,urgent,urgent,1,33709.948,20000.0,30000.0,1,1,1.45,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen15_realtime_realtime_stress_cpu_matrix_process_isolation_run_028_1758711189.log
2025-09-24T12:54:16.984092,realtime_stress_cpu_matrix_process_isolation,qwen15,0.7,class_001,29,urgent,urgent,urgent,1,33725.475,20000.0,30000.0,1,1,1.45,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen15_realtime_realtime_stress_cpu_matrix_process_isolation_run_029_1758711223.log
2025-09-24T12:54:50.554383,realtime_stress_cpu_matrix_process_isolation,qwen15,0.7,class_001,30,urgent,urgent,urgent,1,33568.544,20000.0,30000.0,1,1,1.44,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen15_realtime_realtime_stress_cpu_matrix_process_isolation_run_030_1758711256.log
