timestamp,scenario,model_label,temperature,prompt_id,repeat,expected,output_first_token,output_preview,accuracy,wall_time_ms,deadline_main_ms,deadline_secondary_ms,deadline_miss_20s,deadline_miss_30s,tgs_tok_s,return_code,raw_log_file
2025-09-24T12:17:19.176137,realtime_stress_cpu_matrix,qwen15,0.7,class_001,1,urgent,urgent,urgent,1,34799.64,20000.0,30000.0,1,1,1.43,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen15_realtime_realtime_stress_cpu_matrix_run_001_1758709004.log
2025-09-24T12:17:54.369358,realtime_stress_cpu_matrix,qwen15,0.7,class_001,2,urgent,urgent,urgent,1,35191.706,20000.0,30000.0,1,1,1.4,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen15_realtime_realtime_stress_cpu_matrix_run_002_1758709039.log
2025-09-24T12:18:29.098641,realtime_stress_cpu_matrix,qwen15,0.7,class_001,3,urgent,urgent,urgent,1,34727.678,20000.0,30000.0,1,1,1.39,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen15_realtime_realtime_stress_cpu_matrix_run_003_1758709074.log
2025-09-24T12:19:04.292998,realtime_stress_cpu_matrix,qwen15,0.7,class_001,4,urgent,urgent,urgent,1,35192.885,20000.0,30000.0,1,1,1.12,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen15_realtime_realtime_stress_cpu_matrix_run_004_1758709109.log
2025-09-24T12:19:39.301204,realtime_stress_cpu_matrix,qwen15,0.7,class_001,5,urgent,urgent,urgent,1,35006.724,20000.0,30000.0,1,1,1.4,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen15_realtime_realtime_stress_cpu_matrix_run_005_1758709144.log
2025-09-24T12:20:14.413668,realtime_stress_cpu_matrix,qwen15,0.7,class_001,6,urgent,urgent,urgent,1,35111.196,20000.0,30000.0,1,1,1.11,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen15_realtime_realtime_stress_cpu_matrix_run_006_1758709179.log
2025-09-24T12:20:49.658105,realtime_stress_cpu_matrix,qwen15,0.7,class_001,7,urgent,urgent,urgent,1,35242.89,20000.0,30000.0,1,1,1.42,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen15_realtime_realtime_stress_cpu_matrix_run_007_1758709214.log
2025-09-24T12:21:25.265543,realtime_stress_cpu_matrix,qwen15,0.7,class_001,8,urgent,urgent,urgent,1,35605.956,20000.0,30000.0,1,1,1.12,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen15_realtime_realtime_stress_cpu_matrix_run_008_1758709249.log
2025-09-24T12:22:00.248560,realtime_stress_cpu_matrix,qwen15,0.7,class_001,9,urgent,urgent,urgent,1,34981.739,20000.0,30000.0,1,1,1.41,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen15_realtime_realtime_stress_cpu_matrix_run_009_1758709285.log
2025-09-24T12:22:35.855699,realtime_stress_cpu_matrix,qwen15,0.7,class_001,10,urgent,urgent,urgent,1,35605.648,20000.0,30000.0,1,1,1.4,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen15_realtime_realtime_stress_cpu_matrix_run_010_1758709320.log
2025-09-24T12:23:10.840824,realtime_stress_cpu_matrix,qwen15,0.7,class_001,11,urgent,urgent,urgent,1,34983.674,20000.0,30000.0,1,1,1.11,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen15_realtime_realtime_stress_cpu_matrix_run_011_1758709355.log
