timestamp,scenario,model_label,model_path,runtime,execution,temperature,n_predict,ctx,prompt_id,task_type,repeat,prompt,expected,reference_for_bertscore,output,exact_match,accuracy,keyword_overlap_discursive,wall_time_seconds,load_time_ms,prompt_eval_time_ms,prompt_tokens,prompt_tokens_per_second,eval_time_ms,eval_runs,generation_tokens_per_second,total_inference_latency_ms,ttft_warm_estimate_ms,ttft_cold_estimate_ms,timeout,return_code,raw_log_file
2025-09-24T17:23:39.362012,baseline_cpu_final_temp_10,qwen25_3b,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-3b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,1.0,192,2048,arith_001,closed,1,What is 27 + 35? Answer only with the number.,62,62,62,1,1,,94.8218,61219.32,27987.53,37,1.32,2129.26,2,0.94,30246.55,29052.16,90271.48,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen25_3b_baseline_cpu_final_temp_10_arith_001_run1_20250924_172204.txt
2025-09-24T17:25:15.379618,baseline_cpu_final_temp_10,qwen25_3b,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-3b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,1.0,192,2048,arith_001,closed,2,What is 27 + 35? Answer only with the number.,62,62,62,1,1,,95.9411,46505.77,42786.31,37,0.86,3341.01,2,0.6,46241.14,44456.815,90962.585,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen25_3b_baseline_cpu_final_temp_10_arith_001_run2_20250924_172204.txt
2025-09-24T17:26:51.456217,baseline_cpu_final_temp_10,qwen25_3b,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-3b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,1.0,192,2048,arith_001,closed,3,What is 27 + 35? Answer only with the number.,62,62,62,1,1,,96.0193,46926.28,42304.35,37,0.87,3507.48,2,0.57,45939.92,44058.09,90984.37,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen25_3b_baseline_cpu_final_temp_10_arith_001_run3_20250924_172204.txt
2025-09-24T17:28:28.549584,baseline_cpu_final_temp_10,qwen25_3b,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-3b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,1.0,192,2048,arith_002,closed,1,What is 14 * 6? Answer only with the number.,84,84,84,1,1,,97.025,56098.02,36126.71,36,1.0,1584.89,2,1.26,37813.68,36919.155,93017.175,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen25_3b_baseline_cpu_final_temp_10_arith_002_run1_20250924_172204.txt
2025-09-24T17:30:09.462915,baseline_cpu_final_temp_10,qwen25_3b,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-3b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,1.0,192,2048,arith_002,closed,2,What is 14 * 6? Answer only with the number.,84,84,84,1,1,,100.843,65294.83,31058.51,36,1.16,1363.51,2,1.47,32525.31,31740.265,97035.095,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen25_3b_baseline_cpu_final_temp_10_arith_002_run2_20250924_172204.txt
2025-09-24T17:31:54.199192,baseline_cpu_final_temp_10,qwen25_3b,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-3b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,1.0,192,2048,arith_002,closed,3,What is 14 * 6? Answer only with the number.,84,84,84,1,1,,104.6854,68111.45,31856.6,36,1.13,1484.63,2,1.35,33466.15,32598.915,100710.365,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen25_3b_baseline_cpu_final_temp_10_arith_002_run3_20250924_172204.txt
2025-09-24T17:34:00.709130,baseline_cpu_final_temp_10,qwen25_3b,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-3b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,1.0,192,2048,arith_003,closed,1,What is 125 - 58? Answer only with the number.,67,67,67,1,1,,126.4533,73591.58,28006.4,38,1.36,21753.47,2,0.09,49855.32,38883.135,112474.715,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen25_3b_baseline_cpu_final_temp_10_arith_003_run1_20250924_172204.txt
2025-09-24T17:35:58.045160,baseline_cpu_final_temp_10,qwen25_3b,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-3b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,1.0,192,2048,arith_003,closed,2,What is 125 - 58? Answer only with the number.,67,67,67,1,1,,117.2811,75972.23,36605.86,38,1.04,1386.91,2,1.44,38111.61,37299.315,113271.545,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen25_3b_baseline_cpu_final_temp_10_arith_003_run2_20250924_172204.txt
2025-09-24T17:37:47.832460,baseline_cpu_final_temp_10,qwen25_3b,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-3b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,1.0,192,2048,arith_003,closed,3,What is 125 - 58? Answer only with the number.,67,67,67,1,1,,109.7361,74507.65,30697.51,38,1.24,1506.97,2,1.33,32325.24,31450.995,105958.645,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen25_3b_baseline_cpu_final_temp_10_arith_003_run3_20250924_172204.txt
2025-09-24T17:39:30.527830,baseline_cpu_final_temp_10,qwen25_3b,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-3b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,1.0,192,2048,mcq_001,closed,1,"Choose A, B, C or D. Which one is a mammal? A) Shark B) Dolphin C) Eagle D) Lizard. Answer only with the letter.",B,B,B,1,1,,102.6327,52703.45,44296.21,57,1.29,2171.92,1,0.46,46652.46,46468.13,99171.58,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen25_3b_baseline_cpu_final_temp_10_mcq_001_run1_20250924_172204.txt
2025-09-24T17:41:02.857249,baseline_cpu_final_temp_10,qwen25_3b,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-3b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,1.0,192,2048,mcq_001,closed,2,"Choose A, B, C or D. Which one is a mammal? A) Shark B) Dolphin C) Eagle D) Lizard. Answer only with the letter.",B,B,B,1,1,,92.2703,43790.36,44601.86,57,1.28,780.87,1,1.28,45439.17,45382.73,89173.09,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen25_3b_baseline_cpu_final_temp_10_mcq_001_run2_20250924_172204.txt
2025-09-24T17:42:29.390825,baseline_cpu_final_temp_10,qwen25_3b,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-3b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,1.0,192,2048,mcq_001,closed,3,"Choose A, B, C or D. Which one is a mammal? A) Shark B) Dolphin C) Eagle D) Lizard. Answer only with the letter.",B,B,B,1,1,,86.4679,40714.25,39889.84,57,1.43,2631.98,1,0.38,42620.98,42521.82,83236.07,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen25_3b_baseline_cpu_final_temp_10_mcq_001_run3_20250924_172204.txt
2025-09-24T17:44:19.714616,baseline_cpu_final_temp_10,qwen25_3b,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-3b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,1.0,192,2048,mcq_002,closed,1,"Choose A, B, C or D. Which planet is closest to the Sun? A) Earth B) Mars C) Mercury D) Jupiter. Answer only with the letter.",C,C,C,1,1,,110.2596,39077.57,63269.42,57,0.9,4599.53,1,0.22,68003.47,67868.95,106946.52,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen25_3b_baseline_cpu_final_temp_10_mcq_002_run1_20250924_172204.txt
2025-09-24T17:46:28.569299,baseline_cpu_final_temp_10,qwen25_3b,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-3b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,1.0,192,2048,mcq_002,closed,2,"Choose A, B, C or D. Which planet is closest to the Sun? A) Earth B) Mars C) Mercury D) Jupiter. Answer only with the letter.",C,C,C,1,1,,128.7914,85038.62,37151.93,57,1.53,3235.32,1,0.31,40536.07,40387.25,125425.87,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen25_3b_baseline_cpu_final_temp_10_mcq_002_run2_20250924_172204.txt
2025-09-24T17:48:11.001001,baseline_cpu_final_temp_10,qwen25_3b,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-3b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,1.0,192,2048,mcq_002,closed,3,"Choose A, B, C or D. Which planet is closest to the Sun? A) Earth B) Mars C) Mercury D) Jupiter. Answer only with the letter.",C,C,C,1,1,,102.3603,62249.22,35110.48,57,1.62,1733.52,1,0.58,36972.92,36844.0,99093.22,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen25_3b_baseline_cpu_final_temp_10_mcq_002_run3_20250924_172204.txt
2025-09-24T17:49:52.392764,baseline_cpu_final_temp_10,qwen25_3b,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-3b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,1.0,192,2048,json_001,structured,1,Extract name and age as JSON only: Marco is 21 years old.,Marco 21,"{""name"":""Marco"",""age"":21}","{""name"": ""Marco"", ""age"": 21}",0,1,,101.3198,66059.21,23118.72,37,1.6,8856.48,13,1.47,32119.91,23799.9877,89859.1977,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen25_3b_baseline_cpu_final_temp_10_json_001_run1_20250924_172204.txt
2025-09-24T17:51:48.440114,baseline_cpu_final_temp_10,qwen25_3b,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-3b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,1.0,192,2048,json_001,structured,2,Extract name and age as JSON only: Marco is 21 years old.,Marco 21,"{""name"":""Marco"",""age"":21}","{""name"": ""Marco"", ""age"": 21}",0,1,,115.9754,57701.15,44433.6,37,0.83,10747.51,13,1.21,55316.79,45260.3315,102961.4815,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen25_3b_baseline_cpu_final_temp_10_json_001_run2_20250924_172204.txt
