timestamp,scenario,model_label,model_path,runtime,execution,temperature,n_predict,ctx,prompt_id,task_type,repeat,prompt,expected,reference_for_bertscore,output,exact_match,accuracy,keyword_overlap_discursive,wall_time_seconds,load_time_ms,prompt_eval_time_ms,prompt_tokens,prompt_tokens_per_second,eval_time_ms,eval_runs,generation_tokens_per_second,total_inference_latency_ms,ttft_warm_estimate_ms,ttft_cold_estimate_ms,timeout,return_code,raw_log_file
2025-09-24T12:12:36.803902,baseline_cpu_final_temp_10,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,1.0,192,2048,arith_001,closed,1,What is 27 + 35? Answer only with the number.,62,62,62,1,1,,6.3715,1106.08,3243.88,37,11.41,264.06,2,7.57,3511.61,3375.91,4481.99,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_10_arith_001_run1_20250924_121230.txt
2025-09-24T12:12:43.106063,baseline_cpu_final_temp_10,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,1.0,192,2048,arith_001,closed,2,What is 27 + 35? Answer only with the number.,62,62,62,1,1,,6.3002,1061.65,3240.07,37,11.42,264.53,2,7.56,3508.48,3372.335,4433.985,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_10_arith_001_run2_20250924_121230.txt
2025-09-24T12:12:49.386044,baseline_cpu_final_temp_10,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,1.0,192,2048,arith_001,closed,3,What is 27 + 35? Answer only with the number.,62,62,62,1,1,,6.2779,1038.79,3215.48,37,11.51,268.06,2,7.46,3487.24,3349.51,4388.3,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_10_arith_001_run3_20250924_121230.txt
2025-09-24T12:12:55.504474,baseline_cpu_final_temp_10,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,1.0,192,2048,arith_002,closed,1,What is 14 * 6? Answer only with the number.,84,84,90,0,0,,6.1163,1049.66,3143.32,36,11.45,266.87,2,7.49,3413.8,3276.755,4326.415,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_10_arith_002_run1_20250924_121230.txt
2025-09-24T12:13:01.679982,baseline_cpu_final_temp_10,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,1.0,192,2048,arith_002,closed,2,What is 14 * 6? Answer only with the number.,84,84,90,0,0,,6.1735,1062.21,3146.44,36,11.44,261.34,2,7.65,3411.42,3277.11,4339.32,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_10_arith_002_run2_20250924_121230.txt
2025-09-24T12:13:07.995453,baseline_cpu_final_temp_10,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,1.0,192,2048,arith_002,closed,3,What is 14 * 6? Answer only with the number.,84,84,84,1,1,,6.3133,1127.05,3145.82,36,11.44,261.77,2,7.64,3411.44,3276.705,4403.755,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_10_arith_002_run3_20250924_121230.txt
2025-09-24T12:13:14.512593,baseline_cpu_final_temp_10,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,1.0,192,2048,arith_003,closed,1,What is 125 - 58? Answer only with the number.,67,67,67,1,1,,6.5149,1144.97,3312.23,38,11.47,267.0,2,7.49,3582.83,3445.73,4590.7,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_10_arith_003_run1_20250924_121230.txt
2025-09-24T12:13:21.038562,baseline_cpu_final_temp_10,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,1.0,192,2048,arith_003,closed,2,What is 125 - 58? Answer only with the number.,67,67,67,1,1,,6.5238,1130.28,3322.91,38,11.44,266.01,2,7.52,3592.74,3455.915,4586.195,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_10_arith_003_run2_20250924_121230.txt
2025-09-24T12:13:27.541255,baseline_cpu_final_temp_10,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,1.0,192,2048,arith_003,closed,3,What is 125 - 58? Answer only with the number.,67,67,67,1,1,,6.5003,1154.41,3325.84,38,11.43,261.36,2,7.65,3590.92,3456.52,4610.93,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_10_arith_003_run3_20250924_121230.txt
2025-09-24T12:13:35.364306,baseline_cpu_final_temp_10,qwen05,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-0.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,1.0,192,2048,mcq_001,closed,1,"Choose A, B, C or D. Which one is a mammal? A) Shark B) Dolphin C) Eagle D) Lizard. Answer only with the letter.",B,B,B,1,1,,7.8206,1043.47,4968.77,57,11.47,131.94,1,7.58,5103.76,5100.71,6144.18,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen05_baseline_cpu_final_temp_10_mcq_001_run1_20250924_121230.txt
