timestamp,scenario,model_label,model_path,runtime,execution,temperature,n_predict,ctx,prompt_id,task_type,repeat,prompt,expected,reference_for_bertscore,output,exact_match,accuracy,keyword_overlap_discursive,wall_time_seconds,load_time_ms,prompt_eval_time_ms,prompt_tokens,prompt_tokens_per_second,eval_time_ms,eval_runs,generation_tokens_per_second,total_inference_latency_ms,ttft_warm_estimate_ms,ttft_cold_estimate_ms,timeout,return_code,raw_log_file
2025-09-24T11:54:43.497625,baseline_cpu_final_temp_05,qwen15,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-1.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.5,192,2048,arith_001,closed,1,What is 27 + 35? Answer only with the number.,62,62,62,1,1,,59.8462,47711.81,9183.23,37,4.03,680.69,2,2.94,9867.62,9523.575,57235.385,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen15_baseline_cpu_final_temp_05_arith_001_run1_20250924_115343.txt
2025-09-24T11:54:56.711251,baseline_cpu_final_temp_05,qwen15,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-1.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.5,192,2048,arith_001,closed,2,What is 27 + 35? Answer only with the number.,62,62,62,1,1,,13.211,1573.78,9184.56,37,4.03,678.4,2,2.95,9866.57,9523.76,11097.54,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen15_baseline_cpu_final_temp_05_arith_001_run2_20250924_115343.txt
2025-09-24T11:55:09.845445,baseline_cpu_final_temp_05,qwen15,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-1.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.5,192,2048,arith_001,closed,3,What is 27 + 35? Answer only with the number.,62,62,62,1,1,,13.1317,1524.42,9182.92,37,4.03,678.7,2,2.95,9865.34,9522.27,11046.69,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen15_baseline_cpu_final_temp_05_arith_001_run3_20250924_115343.txt
2025-09-24T11:55:22.851281,baseline_cpu_final_temp_05,qwen15,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-1.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.5,192,2048,arith_002,closed,1,What is 14 * 6? Answer only with the number.,84,84,84,1,1,,13.0032,1570.23,8938.55,36,4.03,679.54,2,2.94,9621.78,9278.32,10848.55,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen15_baseline_cpu_final_temp_05_arith_002_run1_20250924_115343.txt
2025-09-24T11:55:35.882429,baseline_cpu_final_temp_05,qwen15,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-1.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.5,192,2048,arith_002,closed,2,What is 14 * 6? Answer only with the number.,84,84,84,1,1,,13.0285,1589.49,8940.49,36,4.03,678.45,2,2.95,9622.61,9279.715,10869.205,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen15_baseline_cpu_final_temp_05_arith_002_run2_20250924_115343.txt
2025-09-24T11:55:49.005560,baseline_cpu_final_temp_05,qwen15,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-1.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.5,192,2048,arith_002,closed,3,What is 14 * 6? Answer only with the number.,84,84,84,1,1,,13.1205,1596.84,8945.06,36,4.02,683.67,2,2.93,9632.34,9286.895,10883.735,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen15_baseline_cpu_final_temp_05_arith_002_run3_20250924_115343.txt
2025-09-24T11:56:02.409298,baseline_cpu_final_temp_05,qwen15,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-1.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.5,192,2048,arith_003,closed,1,What is 125 - 58? Answer only with the number.,67,67,67,1,1,,13.401,1503.11,9440.21,38,4.03,683.29,2,2.93,10127.19,9781.855,11284.965,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen15_baseline_cpu_final_temp_05_arith_003_run1_20250924_115343.txt
2025-09-24T11:56:15.849197,baseline_cpu_final_temp_05,qwen15,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-1.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.5,192,2048,arith_003,closed,2,What is 125 - 58? Answer only with the number.,67,67,67,1,1,,13.4371,1539.71,9459.85,38,4.02,680.9,2,2.94,10144.51,9800.3,11340.01,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen15_baseline_cpu_final_temp_05_arith_003_run2_20250924_115343.txt
2025-09-24T11:56:29.337141,baseline_cpu_final_temp_05,qwen15,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-1.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.5,192,2048,arith_003,closed,3,What is 125 - 58? Answer only with the number.,67,67,67,1,1,,13.4848,1572.24,9443.43,38,4.02,681.34,2,2.94,10128.59,9784.1,11356.34,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen15_baseline_cpu_final_temp_05_arith_003_run3_20250924_115343.txt
2025-09-24T11:56:47.220819,baseline_cpu_final_temp_05,qwen15,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-1.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.5,192,2048,mcq_001,closed,1,"Choose A, B, C or D. Which one is a mammal? A) Shark B) Dolphin C) Eagle D) Lizard. Answer only with the letter.",B,B,B,1,1,,17.8804,1569.01,14170.66,57,4.02,344.28,1,2.9,14517.92,14514.94,16083.95,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen15_baseline_cpu_final_temp_05_mcq_001_run1_20250924_115343.txt
