timestamp,scenario,model_label,model_path,runtime,execution,temperature,n_predict,ctx,prompt_id,task_type,repeat,prompt,expected,reference_for_bertscore,output,exact_match,accuracy,keyword_overlap_discursive,wall_time_seconds,load_time_ms,prompt_eval_time_ms,prompt_tokens,prompt_tokens_per_second,eval_time_ms,eval_runs,generation_tokens_per_second,total_inference_latency_ms,ttft_warm_estimate_ms,ttft_cold_estimate_ms,timeout,return_code,raw_log_file
2025-09-24T12:46:32.559294,baseline_cpu_final_temp_07,qwen15,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-1.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,arith_001,closed,1,What is 27 + 35? Answer only with the number.,62,62,62,1,1,,13.2671,1574.86,9190.81,37,4.03,688.85,2,2.9,9883.27,9535.235,11110.095,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen15_baseline_cpu_final_temp_07_arith_001_run1_20250924_124619.txt
2025-09-24T12:46:45.668501,baseline_cpu_final_temp_07,qwen15,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-1.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,arith_001,closed,2,What is 27 + 35? Answer only with the number.,62,62,62,1,1,,13.1067,1518.78,9181.98,37,4.03,685.97,2,2.92,9871.63,9524.965,11043.745,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen15_baseline_cpu_final_temp_07_arith_001_run2_20250924_124619.txt
2025-09-24T12:46:58.946952,baseline_cpu_final_temp_07,qwen15,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-1.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,arith_001,closed,3,What is 27 + 35? Answer only with the number.,62,62,62,1,1,,13.2761,1550.73,9187.22,37,4.03,690.99,2,2.89,9881.95,9532.715,11083.445,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen15_baseline_cpu_final_temp_07_arith_001_run3_20250924_124619.txt
2025-09-24T12:47:11.836626,baseline_cpu_final_temp_07,qwen15,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-1.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,arith_002,closed,1,What is 14 * 6? Answer only with the number.,84,84,84,1,1,,12.8871,1510.3,8958.12,36,4.02,687.53,2,2.91,9649.35,9301.885,10812.185,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen15_baseline_cpu_final_temp_07_arith_002_run1_20250924_124619.txt
2025-09-24T12:47:24.919466,baseline_cpu_final_temp_07,qwen15,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-1.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,arith_002,closed,2,What is 14 * 6? Answer only with the number.,84,84,84,1,1,,13.0804,1595.25,8973.64,36,4.01,688.45,2,2.91,9665.74,9317.865,10913.115,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen15_baseline_cpu_final_temp_07_arith_002_run2_20250924_124619.txt
2025-09-24T12:47:37.971097,baseline_cpu_final_temp_07,qwen15,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-1.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,arith_002,closed,3,What is 14 * 6? Answer only with the number.,84,84,84,1,1,,13.0491,1585.53,8966.62,36,4.01,681.63,2,2.93,9652.02,9307.435,10892.965,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen15_baseline_cpu_final_temp_07_arith_002_run3_20250924_124619.txt
2025-09-24T12:47:51.379532,baseline_cpu_final_temp_07,qwen15,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-1.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,arith_003,closed,1,What is 125 - 58? Answer only with the number.,67,67,67,1,1,,13.4058,1530.1,9447.14,38,4.02,683.99,2,2.92,10134.9,9789.135,11319.235,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen15_baseline_cpu_final_temp_07_arith_003_run1_20250924_124619.txt
2025-09-24T12:48:04.954830,baseline_cpu_final_temp_07,qwen15,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-1.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,arith_003,closed,2,What is 125 - 58? Answer only with the number.,67,67,67,1,1,,13.5725,1629.62,9430.02,38,4.03,679.45,2,2.94,10113.09,9769.745,11399.365,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen15_baseline_cpu_final_temp_07_arith_003_run2_20250924_124619.txt
2025-09-24T12:48:18.356878,baseline_cpu_final_temp_07,qwen15,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-1.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,arith_003,closed,3,What is 125 - 58? Answer only with the number.,67,67,67,1,1,,13.3993,1485.4,9453.89,38,4.02,694.19,2,2.88,10151.74,9800.985,11286.385,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen15_baseline_cpu_final_temp_07_arith_003_run3_20250924_124619.txt
2025-09-24T12:48:36.231168,baseline_cpu_final_temp_07,qwen15,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-1.5b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,mcq_001,closed,1,"Choose A, B, C or D. Which one is a mammal? A) Shark B) Dolphin C) Eagle D) Lizard. Answer only with the letter.",B,B,B,1,1,,17.8715,1573.37,14156.37,57,4.03,374.29,1,2.67,14533.57,14530.66,16104.03,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen15_baseline_cpu_final_temp_07_mcq_001_run1_20250924_124619.txt
