scenario,model_label,runtime,execution,temperature,prompt_id,run,n_runs,n_predict,ctx,deadline_main_ms,deadline_secondary_ms,wall_time_ms,deadline_miss_5s,deadline_miss_10s,output,expected,answer_token,accuracy,return_code,load_time_ms,prompt_eval_time_ms,eval_time_ms,total_time_ms_from_llama,generation_tokens_per_second,inference_core,stress_core,stressor_workers,stressor_log,raw_log_file,jitter_from_mean_ms
realtime_stress_cpu_matrix,qwen05,llama.cpp/llama-completion,CPU,0.7,class_001,1,30,192,2048,5000.0,10000.0,15212.756,1,1,urgent [end of text],urgent,urgent,1,0,1892.82,10308.54,10308.54,10759.91,5.63,,,2,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_realtime_cpu_matrix_temp_07_20250924_115825.log,/mnt/i1data/i1-edge-ai-slm/logs/realtime_realtime_stress_cpu_matrix_run_001_1758707911.log,194.001
realtime_stress_cpu_matrix,qwen05,llama.cpp/llama-completion,CPU,0.7,class_001,2,30,192,2048,5000.0,10000.0,15564.747,1,1,urgent [end of text],urgent,urgent,1,0,1926.61,10355.41,10355.41,10807.62,5.6,,,2,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_realtime_cpu_matrix_temp_07_20250924_115825.log,/mnt/i1data/i1-edge-ai-slm/logs/realtime_realtime_stress_cpu_matrix_run_002_1758707926.log,157.99
realtime_stress_cpu_matrix,qwen05,llama.cpp/llama-completion,CPU,0.7,class_001,3,30,192,2048,5000.0,10000.0,14907.891,1,1,urgent [end of text],urgent,urgent,1,0,1709.63,10191.96,10191.96,10472.99,5.69,,,2,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_realtime_cpu_matrix_temp_07_20250924_115825.log,/mnt/i1data/i1-edge-ai-slm/logs/realtime_realtime_stress_cpu_matrix_run_003_1758707941.log,498.866
realtime_stress_cpu_matrix,qwen05,llama.cpp/llama-completion,CPU,0.7,class_001,4,30,192,2048,5000.0,10000.0,15289.867,1,1,urgent [end of text],urgent,urgent,1,0,1974.63,10301.85,10301.85,10753.69,5.63,,,2,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_realtime_cpu_matrix_temp_07_20250924_115825.log,/mnt/i1data/i1-edge-ai-slm/logs/realtime_realtime_stress_cpu_matrix_run_004_1758707956.log,116.89
realtime_stress_cpu_matrix,qwen05,llama.cpp/llama-completion,CPU,0.7,class_001,5,30,192,2048,5000.0,10000.0,14586.198,1,1,urgent [end of text],urgent,urgent,1,0,1718.03,10177.03,10177.03,10456.45,5.7,,,2,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_realtime_cpu_matrix_temp_07_20250924_115825.log,/mnt/i1data/i1-edge-ai-slm/logs/realtime_realtime_stress_cpu_matrix_run_005_1758707972.log,820.559
realtime_stress_cpu_matrix,qwen05,llama.cpp/llama-completion,CPU,0.7,class_001,6,30,192,2048,5000.0,10000.0,15498.404,1,1,Urgent [end of text],urgent,urgent,1,0,1775.62,10169.23,10169.23,10988.3,5.7,,,2,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_realtime_cpu_matrix_temp_07_20250924_115825.log,/mnt/i1data/i1-edge-ai-slm/logs/realtime_realtime_stress_cpu_matrix_run_006_1758707986.log,91.647
realtime_stress_cpu_matrix,qwen05,llama.cpp/llama-completion,CPU,0.7,class_001,7,30,192,2048,5000.0,10000.0,15300.236,1,1,Urgent [end of text],urgent,urgent,1,0,1606.15,10212.18,10212.18,11041.39,5.68,,,2,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_realtime_cpu_matrix_temp_07_20250924_115825.log,/mnt/i1data/i1-edge-ai-slm/logs/realtime_realtime_stress_cpu_matrix_run_007_1758708002.log,106.521
realtime_stress_cpu_matrix,qwen05,llama.cpp/llama-completion,CPU,0.7,class_001,8,30,192,2048,5000.0,10000.0,15415.209,1,1,urgent [end of text],urgent,urgent,1,0,1891.13,10375.83,10375.83,10827.92,5.59,,,2,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_realtime_cpu_matrix_temp_07_20250924_115825.log,/mnt/i1data/i1-edge-ai-slm/logs/realtime_realtime_stress_cpu_matrix_run_008_1758708017.log,8.452
realtime_stress_cpu_matrix,qwen05,llama.cpp/llama-completion,CPU,0.7,class_001,9,30,192,2048,5000.0,10000.0,14948.646,1,1,urgent [end of text],urgent,urgent,1,0,1880.44,10210.46,10210.46,10667.66,5.68,,,2,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_realtime_cpu_matrix_temp_07_20250924_115825.log,/mnt/i1data/i1-edge-ai-slm/logs/realtime_realtime_stress_cpu_matrix_run_009_1758708032.log,458.111
realtime_stress_cpu_matrix,qwen05,llama.cpp/llama-completion,CPU,0.7,class_001,10,30,192,2048,5000.0,10000.0,15302.331,1,1,urgent [end of text],urgent,urgent,1,0,1983.65,10381.9,10381.9,10833.94,5.59,,,2,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_realtime_cpu_matrix_temp_07_20250924_115825.log,/mnt/i1data/i1-edge-ai-slm/logs/realtime_realtime_stress_cpu_matrix_run_010_1758708047.log,104.426
realtime_stress_cpu_matrix,qwen05,llama.cpp/llama-completion,CPU,0.7,class_001,11,30,192,2048,5000.0,10000.0,14869.774,1,1,urgent [end of text],urgent,urgent,1,0,1638.07,10219.15,10219.15,10518.25,5.68,,,2,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_realtime_cpu_matrix_temp_07_20250924_115825.log,/mnt/i1data/i1-edge-ai-slm/logs/realtime_realtime_stress_cpu_matrix_run_011_1758708063.log,536.983
realtime_stress_cpu_matrix,qwen05,llama.cpp/llama-completion,CPU,0.7,class_001,12,30,192,2048,5000.0,10000.0,15849.545,1,1,Urgent [end of text],urgent,urgent,1,0,1801.15,10304.01,10304.01,11646.26,5.63,,,2,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_realtime_cpu_matrix_temp_07_20250924_115825.log,/mnt/i1data/i1-edge-ai-slm/logs/realtime_realtime_stress_cpu_matrix_run_012_1758708078.log,442.788
realtime_stress_cpu_matrix,qwen05,llama.cpp/llama-completion,CPU,0.7,class_001,13,30,192,2048,5000.0,10000.0,14745.393,1,1,urgent [end of text],urgent,urgent,1,0,1718.64,10195.14,10195.14,10514.42,5.69,,,2,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_realtime_cpu_matrix_temp_07_20250924_115825.log,/mnt/i1data/i1-edge-ai-slm/logs/realtime_realtime_stress_cpu_matrix_run_013_1758708093.log,661.364
realtime_stress_cpu_matrix,qwen05,llama.cpp/llama-completion,CPU,0.7,class_001,14,30,192,2048,5000.0,10000.0,16522.856,1,1,Urgent [end of text],urgent,urgent,1,0,1985.71,10258.96,10258.96,11620.09,5.65,,,2,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_realtime_cpu_matrix_temp_07_20250924_115825.log,/mnt/i1data/i1-edge-ai-slm/logs/realtime_realtime_stress_cpu_matrix_run_014_1758708108.log,1116.099
realtime_stress_cpu_matrix,qwen05,llama.cpp/llama-completion,CPU,0.7,class_001,15,30,192,2048,5000.0,10000.0,14979.915,1,1,urgent [end of text],urgent,urgent,1,0,1756.24,10311.9,10311.9,10763.13,5.62,,,2,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_realtime_cpu_matrix_temp_07_20250924_115825.log,/mnt/i1data/i1-edge-ai-slm/logs/realtime_realtime_stress_cpu_matrix_run_015_1758708125.log,426.842
realtime_stress_cpu_matrix,qwen05,llama.cpp/llama-completion,CPU,0.7,class_001,16,30,192,2048,5000.0,10000.0,16432.99,1,1,Urgent [end of text],urgent,urgent,1,0,2049.52,10461.42,10461.42,11804.87,5.54,,,2,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_realtime_cpu_matrix_temp_07_20250924_115825.log,/mnt/i1data/i1-edge-ai-slm/logs/realtime_realtime_stress_cpu_matrix_run_016_1758708140.log,1026.233
realtime_stress_cpu_matrix,qwen05,llama.cpp/llama-completion,CPU,0.7,class_001,17,30,192,2048,5000.0,10000.0,15450.313,1,1,urgent [end of text],urgent,urgent,1,0,2038.9,10197.17,10197.17,10665.19,5.69,,,2,/mnt/i1data/i1-edge-ai-slm/logs/stress_ng_realtime_cpu_matrix_temp_07_20250924_115825.log,/mnt/i1data/i1-edge-ai-slm/logs/realtime_realtime_stress_cpu_matrix_run_017_1758708156.log,43.556
