timestamp,scenario,model_label,model_path,runtime,execution,temperature,n_predict,ctx,prompt_id,task_type,repeat,prompt,expected,reference_for_bertscore,output,exact_match,accuracy,keyword_overlap_discursive,wall_time_seconds,load_time_ms,prompt_eval_time_ms,prompt_tokens,prompt_tokens_per_second,eval_time_ms,eval_runs,generation_tokens_per_second,total_inference_latency_ms,ttft_warm_estimate_ms,ttft_cold_estimate_ms,timeout,return_code,raw_log_file
2025-09-24T19:20:17.614681,baseline_cpu_final_temp_07,qwen25_3b_stress_cpu_matrix,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-3b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,arith_001,closed,1,What is 27 + 35? Answer only with the number.,62,62,62,1,1,,135.4509,69001.73,58745.62,37,0.63,3077.92,2,0.65,61961.85,60284.58,129286.31,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen25_3b_stress_cpu_matrix_baseline_cpu_final_temp_07_arith_001_run1_20250924_191802.txt
2025-09-24T19:22:24.710598,baseline_cpu_final_temp_07,qwen25_3b_stress_cpu_matrix,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-3b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,arith_001,closed,2,What is 27 + 35? Answer only with the number.,62,62,62,1,1,,127.0153,60730.16,52000.84,37,0.71,9784.26,2,0.2,61929.8,56892.97,117623.13,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen25_3b_stress_cpu_matrix_baseline_cpu_final_temp_07_arith_001_run2_20250924_191802.txt
2025-09-24T19:24:37.257413,baseline_cpu_final_temp_07,qwen25_3b_stress_cpu_matrix,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-3b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,arith_001,closed,3,What is 27 + 35? Answer only with the number.,62,62,62,1,1,,132.4682,61800.26,63119.65,37,0.59,3086.67,2,0.65,66311.07,64662.985,126463.245,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen25_3b_stress_cpu_matrix_baseline_cpu_final_temp_07_arith_001_run3_20250924_191802.txt
2025-09-24T19:27:06.647045,baseline_cpu_final_temp_07,qwen25_3b_stress_cpu_matrix,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-3b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,arith_002,closed,1,What is 14 * 6? Answer only with the number.,84,84,84,1,1,,149.3131,82270.26,58665.67,36,0.61,3744.87,2,0.53,62567.63,60538.105,142808.365,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen25_3b_stress_cpu_matrix_baseline_cpu_final_temp_07_arith_002_run1_20250924_191802.txt
2025-09-24T19:29:44.524143,baseline_cpu_final_temp_07,qwen25_3b_stress_cpu_matrix,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-3b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,arith_002,closed,2,What is 14 * 6? Answer only with the number.,84,84,84,1,1,,157.8046,82863.21,59450.02,36,0.61,11355.67,2,0.18,70893.27,65127.855,147991.065,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen25_3b_stress_cpu_matrix_baseline_cpu_final_temp_07_arith_002_run2_20250924_191802.txt
2025-09-24T19:31:48.758876,baseline_cpu_final_temp_07,qwen25_3b_stress_cpu_matrix,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-3b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,arith_002,closed,3,What is 14 * 6? Answer only with the number.,84,84,84,1,1,,124.1544,54996.72,60108.57,36,0.6,4853.3,2,0.41,65080.94,62535.22,117531.94,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen25_3b_stress_cpu_matrix_baseline_cpu_final_temp_07_arith_002_run3_20250924_191802.txt
2025-09-24T19:33:51.575347,baseline_cpu_final_temp_07,qwen25_3b_stress_cpu_matrix,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-3b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,arith_003,closed,1,What is 125 - 58? Answer only with the number.,67,67,67,1,1,,122.7389,63685.51,51903.6,38,0.73,2772.67,2,0.72,54793.02,53289.935,116975.445,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen25_3b_stress_cpu_matrix_baseline_cpu_final_temp_07_arith_003_run1_20250924_191802.txt
2025-09-24T19:36:11.212879,baseline_cpu_final_temp_07,qwen25_3b_stress_cpu_matrix,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-3b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,arith_003,closed,2,What is 125 - 58? Answer only with the number.,67,67,67,1,1,,139.5658,58206.67,64142.83,38,0.59,13057.03,2,0.15,77297.25,70671.345,128878.015,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen25_3b_stress_cpu_matrix_baseline_cpu_final_temp_07_arith_003_run2_20250924_191802.txt
2025-09-24T19:38:24.942764,baseline_cpu_final_temp_07,qwen25_3b_stress_cpu_matrix,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-3b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,arith_003,closed,3,What is 125 - 58? Answer only with the number.,67,67,67,1,1,,133.668,70118.13,54912.44,38,0.69,4311.35,2,0.46,59327.21,57068.115,127186.245,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen25_3b_stress_cpu_matrix_baseline_cpu_final_temp_07_arith_003_run3_20250924_191802.txt
2025-09-24T19:40:42.055528,baseline_cpu_final_temp_07,qwen25_3b_stress_cpu_matrix,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-3b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,mcq_001,closed,1,"Choose A, B, C or D. Which one is a mammal? A) Shark B) Dolphin C) Eagle D) Lizard. Answer only with the letter.",B,B,B,1,1,,137.0331,47796.65,81041.31,57,0.7,3898.14,1,0.26,85092.71,84939.45,132736.1,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen25_3b_stress_cpu_matrix_baseline_cpu_final_temp_07_mcq_001_run1_20250924_191802.txt
2025-09-24T19:43:09.756163,baseline_cpu_final_temp_07,qwen25_3b_stress_cpu_matrix,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-3b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,mcq_001,closed,2,"Choose A, B, C or D. Which one is a mammal? A) Shark B) Dolphin C) Eagle D) Lizard. Answer only with the letter.",B,B,B,1,1,,147.6365,71544.95,68483.99,57,0.83,3168.85,1,0.32,71799.55,71652.84,143197.79,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen25_3b_stress_cpu_matrix_baseline_cpu_final_temp_07_mcq_001_run2_20250924_191802.txt
2025-09-24T19:45:39.095148,baseline_cpu_final_temp_07,qwen25_3b_stress_cpu_matrix,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-3b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,mcq_001,closed,3,"Choose A, B, C or D. Which one is a mammal? A) Shark B) Dolphin C) Eagle D) Lizard. Answer only with the letter.",B,B,B,1,1,,149.2498,45256.53,77299.96,57,0.74,22729.59,1,0.04,100151.45,100029.55,145286.08,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen25_3b_stress_cpu_matrix_baseline_cpu_final_temp_07_mcq_001_run3_20250924_191802.txt
2025-09-24T19:48:20.481003,baseline_cpu_final_temp_07,qwen25_3b_stress_cpu_matrix,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-3b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,mcq_002,closed,1,"Choose A, B, C or D. Which planet is closest to the Sun? A) Earth B) Mars C) Mercury D) Jupiter. Answer only with the letter.",C,C,C,1,1,,161.3021,67282.86,82005.2,57,0.7,7696.65,1,0.13,89816.1,89701.85,156984.71,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen25_3b_stress_cpu_matrix_baseline_cpu_final_temp_07_mcq_002_run1_20250924_191802.txt
2025-09-24T19:51:04.185074,baseline_cpu_final_temp_07,qwen25_3b_stress_cpu_matrix,/mnt/i1data/i1-edge-ai-slm/models/qwen2.5-3b-instruct-q4_k_m.gguf,llama.cpp/llama-completion,CPU,0.7,192,2048,mcq_002,closed,2,"Choose A, B, C or D. Which planet is closest to the Sun? A) Earth B) Mars C) Mercury D) Jupiter. Answer only with the letter.",C,C,C,1,1,,163.63,61743.9,89384.22,57,0.64,8334.63,1,0.12,97859.83,97718.85,159462.75,0,0,/mnt/i1data/i1-edge-ai-slm/logs/qwen_benchmark_final_raw/qwen25_3b_stress_cpu_matrix_baseline_cpu_final_temp_07_mcq_002_run2_20250924_191802.txt
